timestamp,source_ip,failed_login_attempts,session_duration_seconds,command_count,unique_commands,suspicious_command_count,has_canary_trigger
2026-07-10T15:01:36.205346,45.33.151.72,8473,3,1,1,0,0
2026-07-10T18:02:01.205346,185.44.246.196,12,1170,22,18,12,0
2026-07-10T13:42:38.205346,45.33.57.115,1812,14,1,0,0,0
2026-07-10T13:27:02.205346,45.33.23.152,7115,2,1,1,0,0
2026-07-10T15:09:16.205346,45.33.51.184,9760,9,2,1,0,0
2026-07-10T16:13:21.205346,45.33.56.60,4410,5,3,0,0,0
2026-07-10T18:52:32.205346,45.33.71.63,652,8,0,0,0,0
2026-07-10T15:46:52.205346,45.33.109.9,2670,15,2,0,0,0
2026-07-10T19:05:12.205346,45.33.174.190,7679,14,2,2,0,0
2026-07-10T16:09:12.205346,45.33.151.72,5405,15,0,0,0,0
2026-07-10T15:35:22.205346,45.33.58.36,9564,3,2,1,0,0
2026-07-10T13:42:18.205346,45.33.229.140,4825,9,3,1,0,0
2026-07-10T14:42:44.205346,45.33.51.184,5033,1,0,0,0,0
2026-07-10T18:33:07.205346,45.33.109.9,3147,12,3,2,0,0
2026-07-10T13:33:08.205346,45.33.58.36,1732,15,1,1,0,0
2026-07-10T13:38:36.205346,45.33.208.223,9552,3,3,0,0,0
2026-07-10T14:29:52.205346,45.33.7.190,6362,4,1,1,0,0
2026-07-10T15:21:36.205346,45.33.151.72,7158,10,1,0,0,0
2026-07-10T18:57:02.205346,185.44.179.109,15,904,18,13,1,0
2026-07-10T13:39:31.205346,45.33.23.152,4871,3,0,0,0,0
2026-07-10T17:36:56.205346,45.33.23.152,3769,14,3,1,0,0
2026-07-10T18:03:30.205346,45.33.23.152,4152,1,1,1,0,0
2026-07-10T21:20:58.205346,45.33.71.63,5073,6,3,2,0,0
2026-07-10T17:15:27.205346,45.33.164.29,2389,15,2,0,0,0
2026-07-10T21:15:20.205346,45.33.2.195,7619,6,2,1,0,0
2026-07-10T20:11:04.205346,45.33.208.223,3614,5,0,0,0,0
2026-07-10T18:34:16.205346,45.33.151.72,3728,6,3,0,0,0
2026-07-10T19:58:44.205346,45.33.58.36,5420,9,2,2,0,0
2026-07-10T19:35:52.205346,45.33.8.24,9583,3,1,1,0,0
2026-07-10T13:08:02.205346,45.33.174.190,9824,5,3,2,0,0
2026-07-10T20:55:16.205346,45.33.229.140,7543,13,2,1,0,0
2026-07-10T14:38:40.205346,45.33.229.140,8875,8,1,1,0,0
2026-07-10T18:46:40.205346,45.33.2.195,5991,2,1,1,0,0
2026-07-10T21:55:12.205346,45.33.229.140,2914,1,0,0,0,0
2026-07-10T20:21:10.205346,45.33.71.63,7961,7,1,1,0,0
2026-07-10T21:14:47.205346,45.33.23.152,2917,11,0,0,0,0
2026-07-10T21:58:28.205346,45.33.57.115,8111,1,1,0,0,0
2026-07-10T23:02:46.205346,45.33.167.180,9202,9,2,1,0,0
2026-07-10T22:36:32.205346,45.33.151.72,7805,15,1,1,0,0
2026-07-10T17:58:26.205346,45.33.23.152,5043,13,3,2,0,0
2026-07-10T19:42:16.205346,45.33.71.63,5181,4,2,1,0,0
2026-07-10T16:19:50.205346,45.33.71.63,2767,3,1,1,0,0
2026-07-10T22:58:30.205346,45.33.71.63,7297,7,2,2,0,0
2026-07-10T21:16:37.205346,45.33.229.140,7383,7,0,0,0,0
2026-07-11T00:48:28.205346,45.33.130.155,5392,13,3,1,0,0
2026-07-10T22:43:04.205346,45.33.151.72,4113,8,1,1,0,0
2026-07-10T16:50:34.205346,45.33.7.144,6007,11,3,2,0,0
2026-07-11T01:50:45.205346,45.33.189.27,9251,1,3,2,0,0
2026-07-10T14:19:12.205346,45.33.71.63,7522,3,3,0,0,0
2026-07-10T21:55:10.205346,45.33.56.60,3967,8,2,1,0,0
2026-07-10T13:37:30.205346,45.33.51.184,4633,14,0,0,0,0
2026-07-10T14:08:25.205346,45.33.7.190,6233,4,0,0,0,0
2026-07-10T16:50:16.205346,45.33.23.152,3766,14,0,0,0,0
2026-07-10T19:23:12.205346,45.33.140.108,2374,10,1,1,0,0
2026-07-10T15:49:52.205346,45.33.174.190,2376,13,1,1,0,0
2026-07-10T18:06:43.205346,45.33.8.24,9933,11,3,1,0,0
2026-07-10T16:12:56.205346,45.33.23.152,2169,12,2,2,0,0
2026-07-10T22:34:53.205346,45.33.208.223,1172,6,3,2,0,0
2026-07-10T15:54:52.205346,45.33.56.60,707,14,3,1,0,0
2026-07-10T17:46:02.205346,45.33.130.155,8032,12,1,1,0,0
2026-07-11T00:37:04.205346,45.33.109.9,9317,13,3,1,0,0
2026-07-10T20:35:07.205346,45.33.208.223,4897,6,1,0,0,0
2026-07-10T13:58:58.205346,45.33.23.152,8113,10,3,1,0,0
2026-07-10T20:11:42.205346,45.33.56.60,3479,8,1,1,0,0
2026-07-10T18:25:52.205346,45.33.2.195,5026,9,0,0,0,0
2026-07-11T02:21:21.205346,45.33.51.184,8504,9,1,1,0,0
2026-07-10T21:25:50.205346,45.33.140.108,7842,13,0,0,0,0
2026-07-11T04:48:16.205346,45.33.23.152,5516,11,2,1,0,0
2026-07-11T02:07:52.205346,45.33.51.184,9517,6,2,2,0,0
2026-07-10T16:40:04.205346,45.33.109.9,4277,2,1,1,0,0
2026-07-11T04:27:46.205346,45.33.174.190,3638,4,3,1,0,0
2026-07-10T18:29:11.205346,45.33.58.36,3680,5,1,1,0,0
2026-07-11T05:36:16.205346,45.33.151.72,2573,5,0,0,0,0
2026-07-10T21:44:37.205346,45.33.189.27,8542,2,0,0,0,0
2026-07-11T03:39:26.205346,45.33.167.180,6082,3,0,0,0,0
2026-07-10T14:52:00.205346,45.33.71.63,7065,8,0,0,0,0
2026-07-11T06:23:40.205346,45.33.208.223,5478,2,1,0,0,0
2026-07-11T02:58:59.205346,45.33.2.195,4197,13,3,1,0,0
2026-07-10T16:21:22.205346,45.33.208.223,7525,5,0,0,0,0
2026-07-10T20:49:37.205346,45.33.229.140,3957,5,0,0,0,0
2026-07-11T04:14:24.205346,45.33.71.63,3064,1,3,1,0,0
2026-07-11T03:50:34.205346,45.33.23.152,5220,12,2,2,0,0
2026-07-10T16:59:10.205346,45.33.23.152,4834,13,1,1,0,0
2026-07-10T15:13:57.205346,45.33.189.27,4852,14,1,0,0,0
2026-07-10T17:22:44.205346,45.33.8.24,9825,15,2,1,0,0
2026-07-10T15:57:16.205346,45.33.8.24,7094,5,3,1,0,0
2026-07-10T16:20:26.205346,45.33.51.184,5780,10,2,0,0,0
2026-07-10T14:39:01.205346,45.33.208.223,839,13,2,2,0,0
2026-07-10T19:27:52.205346,45.33.174.190,8208,9,3,1,0,0
2026-07-10T16:53:49.205346,185.44.40.56,11,1067,26,23,8,0
2026-07-11T03:11:52.205346,45.33.56.60,7244,12,3,1,0,0
2026-07-10T22:07:16.205346,45.33.151.72,1101,8,0,0,0,0
2026-07-11T08:25:32.205346,45.33.7.144,8931,14,0,0,0,0
2026-07-11T07:01:12.205346,45.33.7.190,3573,9,2,2,0,0
2026-07-11T04:59:40.205346,45.33.7.190,3835,5,1,1,0,0
2026-07-10T19:01:56.205346,45.33.140.108,2489,1,1,1,0,0
2026-07-10T17:26:40.205346,45.33.164.29,9548,7,0,0,0,0
2026-07-10T23:19:13.205346,45.33.58.36,3022,8,2,2,0,0
2026-07-10T18:40:12.205346,45.33.140.108,8236,4,3,2,0,0
2026-07-10T23:35:24.205346,45.33.2.195,8827,12,1,0,0,0
2026-07-10T23:55:40.205346,45.33.51.184,6068,15,2,0,0,0
2026-07-11T09:41:25.205346,45.33.208.223,8522,14,1,1,0,0
2026-07-11T01:34:58.205346,45.33.56.60,9542,13,3,1,0,0
2026-07-10T14:59:22.205346,45.33.23.152,9868,7,1,1,0,0
2026-07-10T14:44:24.205346,45.33.140.108,6746,7,1,1,0,0
2026-07-10T17:13:36.205346,45.33.208.223,5939,14,0,0,0,0
2026-07-10T19:24:16.205346,45.33.167.180,751,12,1,1,0,0
2026-07-10T16:31:00.205346,45.33.109.9,6046,10,3,2,0,0
2026-07-10T14:45:12.205346,45.33.151.72,6726,6,3,2,0,0
2026-07-10T17:16:22.205346,45.33.23.152,5208,4,0,0,0,0
2026-07-10T15:12:46.205346,45.33.58.36,7769,3,2,0,0,0
2026-07-10T19:16:49.205346,45.33.7.190,5306,6,2,1,0,0
2026-07-10T20:31:28.205346,45.33.51.184,9772,11,1,0,0,0
2026-07-11T08:22:42.205346,45.33.7.144,4445,8,1,0,0,0
2026-07-11T01:17:36.205346,45.33.167.180,4683,11,0,0,0,0
2026-07-11T01:52:04.205346,45.33.174.190,1710,8,2,2,0,0
2026-07-11T05:31:56.205346,45.33.51.184,4597,8,2,0,0,0
2026-07-11T01:52:40.205346,45.33.58.36,4386,7,2,2,0,0
2026-07-10T15:27:52.205346,185.44.88.72,1,870,50,8,13,0
2026-07-11T04:29:02.205346,45.33.140.108,5189,13,1,1,0,0
2026-07-10T17:34:00.205346,45.33.229.140,4606,11,1,1,0,0
2026-07-11T05:14:31.205346,45.33.7.190,5561,13,3,0,0,0
2026-07-10T22:09:42.205346,45.33.71.63,5335,6,3,0,0,0
2026-07-11T00:43:07.205346,45.33.151.72,6494,9,2,0,0,0
2026-07-11T10:09:16.205346,45.33.140.108,5335,12,2,0,0,0
2026-07-11T01:10:32.205346,185.44.179.109,13,522,65,25,15,0
2026-07-11T06:31:12.205346,45.33.167.180,6538,11,2,2,0,0
2026-07-10T14:30:37.205346,45.33.130.155,2275,11,1,1,0,0
2026-07-10T16:15:12.205346,45.33.151.72,5874,15,1,1,0,0
2026-07-10T19:48:25.205346,45.33.167.180,5451,11,3,0,0,0
2026-07-11T00:12:52.205346,45.33.7.190,5486,8,0,0,0,0
2026-07-11T14:27:21.205346,45.33.189.27,6867,8,2,2,0,0
2026-07-11T08:25:00.205346,45.33.189.27,7297,11,0,0,0,0
2026-07-11T10:13:52.205346,45.33.109.9,1036,12,2,0,0,0
2026-07-11T06:20:54.205346,45.33.23.152,6442,2,2,2,0,0
2026-07-10T23:29:41.205346,45.33.109.9,3609,2,3,0,0,0
2026-07-10T19:24:16.205346,45.33.2.195,849,1,2,0,0,0
2026-07-10T23:48:31.205346,45.33.229.140,1624,14,1,1,0,0
2026-07-10T13:31:52.205346,45.33.23.152,5883,13,1,1,0,0
2026-07-10T18:45:34.205346,45.33.189.27,2629,9,2,0,0,0
2026-07-11T05:15:24.205346,45.33.164.29,2659,1,2,0,0,0
2026-07-10T19:01:10.205346,45.33.109.9,1358,3,3,2,0,0
2026-07-10T18:48:46.205346,45.33.140.108,7844,13,2,2,0,0
2026-07-10T14:57:27.205346,45.33.23.152,1210,12,2,1,0,0
2026-07-11T11:38:56.205346,45.33.140.108,7080,7,0,0,0,0
2026-07-10T19:47:55.205346,45.33.71.63,5777,10,1,0,0,0
2026-07-11T16:18:26.205346,45.33.208.223,9484,12,2,1,0,0
2026-07-11T17:30:18.205346,45.33.57.115,7548,2,0,0,0,0
2026-07-11T06:48:52.205346,45.33.229.140,7546,8,1,1,0,0
2026-07-11T11:26:19.205346,45.33.7.144,7315,12,0,0,0,0
2026-07-10T18:10:18.205346,45.33.109.9,6632,3,3,0,0,0
2026-07-11T18:23:49.205346,45.33.71.63,7575,2,2,0,0,0
2026-07-11T07:58:40.205346,45.33.151.72,9702,6,0,0,0,0
2026-07-10T18:55:32.205346,45.33.51.184,1342,5,2,1,0,0
2026-07-10T19:09:52.205346,45.33.229.140,3035,11,3,0,0,0
2026-07-11T01:28:59.205346,45.33.151.72,6522,2,2,2,0,0
2026-07-10T23:05:44.205346,45.33.151.72,9621,1,2,0,0,0
2026-07-10T21:09:16.205346,45.33.8.24,6067,6,0,0,0,0
2026-07-11T18:09:02.205346,45.33.7.144,1640,3,0,0,0,0
2026-07-11T06:25:11.205346,45.33.51.184,7932,6,1,1,0,0
2026-07-10T22:05:04.205346,45.33.208.223,1891,15,0,0,0,0
2026-07-11T12:46:04.205346,45.33.7.190,1836,5,3,2,0,0
2026-07-10T19:45:16.205346,45.33.167.180,7285,5,1,1,0,0
2026-07-11T06:34:07.205346,45.33.58.36,5140,11,3,2,0,0
2026-07-11T01:16:08.205346,45.33.7.144,1397,1,1,1,0,0
2026-07-11T17:21:55.205346,45.33.109.9,5242,6,0,0,0,0
2026-07-11T20:58:28.205346,45.33.174.190,2616,7,1,1,0,0
2026-07-10T14:34:03.205346,45.33.130.155,1680,7,0,0,0,0
2026-07-11T12:31:12.205346,45.33.71.63,5629,10,3,2,0,0
2026-07-11T08:03:34.205346,45.33.51.184,5243,2,3,0,0,0
2026-07-11T14:36:26.205346,45.33.2.195,8038,14,2,0,0,0
2026-07-10T18:02:22.205346,45.33.23.152,7638,10,3,2,0,0
2026-07-10T17:57:04.205346,45.33.8.24,6062,4,2,0,0,0
2026-07-11T09:58:37.205346,45.33.58.36,9193,9,1,1,0,0
2026-07-11T01:05:44.205346,45.33.189.27,4371,2,1,1,0,0
2026-07-11T22:43:01.205346,45.33.189.27,1734,3,3,1,0,0
2026-07-11T08:12:16.205346,45.33.167.180,9748,11,2,2,0,0
2026-07-10T16:51:15.205346,45.33.71.63,8182,8,2,1,0,0
2026-07-10T16:55:52.205346,45.33.71.63,5585,8,3,0,0,0
2026-07-11T19:58:11.205346,45.33.8.24,1757,11,0,0,0,0
2026-07-12T00:00:12.205346,45.33.208.223,9581,13,0,0,0,0
2026-07-11T16:49:55.205346,45.33.56.60,8292,9,1,0,0,0
2026-07-11T04:35:54.205346,45.33.56.60,1881,9,1,0,0,0
2026-07-11T12:18:57.205346,45.33.167.180,9086,9,1,1,0,0
2026-07-10T16:44:40.205346,45.33.7.144,7197,13,2,2,0,0
2026-07-11T13:22:37.205346,45.33.56.60,1579,6,0,0,0,0
2026-07-10T22:17:24.205346,45.33.2.195,2963,6,0,0,0,0
2026-07-12T00:22:10.205346,45.33.8.24,6921,3,0,0,0,0
2026-07-11T16:02:12.205346,45.33.56.60,2593,11,0,0,0,0
2026-07-11T11:00:11.205346,45.33.164.29,6440,5,1,0,0,0
2026-07-10T18:27:10.205346,45.33.140.108,3645,4,1,0,0,0
2026-07-11T10:53:34.205346,45.33.58.36,8817,13,0,0,0,0
2026-07-10T23:54:56.205346,45.33.2.195,2647,10,3,0,0,0
2026-07-11T15:50:22.205346,45.33.2.195,3212,12,3,0,0,0
2026-07-11T18:24:26.205346,45.33.23.152,7777,10,2,2,0,0
2026-07-11T13:18:14.205346,45.33.23.152,5570,13,3,0,0,0
2026-07-11T22:09:04.205346,45.33.208.223,7718,8,2,1,0,0
2026-07-10T16:58:19.205346,45.33.174.190,3771,13,1,1,0,0
2026-07-11T23:20:12.205346,45.33.130.155,9585,15,0,0,0,0
2026-07-11T19:07:22.205346,45.33.8.24,1874,13,1,1,0,0
2026-07-11T12:36:56.205346,45.33.189.27,7667,2,1,1,0,0
2026-07-11T15:10:37.205346,45.33.51.184,1372,7,2,0,0,0
2026-07-10T23:17:58.205346,185.44.88.72,4,117,55,11,2,0
2026-07-11T20:57:02.205346,45.33.8.24,8240,12,1,1,0,0
2026-07-10T23:39:00.205346,45.33.164.29,1798,1,2,0,0,0
2026-07-11T05:37:13.205346,45.33.2.195,9147,7,0,0,0,0
2026-07-10T21:05:46.205346,45.33.7.190,4406,7,3,0,0,0
2026-07-10T23:23:15.205346,45.33.140.108,9282,1,1,1,0,0
2026-07-10T19:25:52.205346,45.33.164.29,6280,4,3,0,0,0
2026-07-11T21:50:03.205346,45.33.130.155,1608,9,0,0,0,0
2026-07-10T18:16:30.205346,45.33.7.144,6616,5,0,0,0,0
2026-07-12T03:22:19.205346,45.33.58.36,5947,3,0,0,0,0
2026-07-11T02:14:56.205346,45.33.174.190,8112,12,3,2,0,0
2026-07-10T16:38:22.205346,45.33.71.63,7998,1,2,0,0,0
2026-07-11T17:27:34.205346,45.33.7.190,5670,15,2,2,0,0
2026-07-11T12:54:35.205346,185.44.246.196,8,578,19,14,15,1
2026-07-11T20:39:12.205346,45.33.130.155,7659,15,3,2,0,0
2026-07-12T00:51:43.205346,45.33.7.144,6054,3,3,2,0,0
2026-07-11T19:47:52.205346,45.33.57.115,4869,13,0,0,0,0
2026-07-10T20:58:57.205346,45.33.2.195,3456,9,2,1,0,0
2026-07-11T21:26:40.205346,45.33.8.24,5521,8,3,0,0,0
2026-07-10T17:44:36.205346,45.33.7.190,6276,10,3,1,0,0
2026-07-10T23:58:16.205346,45.33.7.144,6452,9,1,0,0,0
2026-07-11T16:14:07.205346,45.33.167.180,1070,3,0,0,0,0
2026-07-11T22:23:12.205346,45.33.208.223,1030,10,1,1,0,0
2026-07-10T23:40:22.205346,45.33.130.155,7773,13,0,0,0,0
2026-07-10T21:59:40.205346,45.33.7.144,5650,11,2,0,0,0
2026-07-10T22:19:02.205346,45.33.174.190,8676,9,3,2,0,0
2026-07-12T01:56:32.205346,45.33.109.9,7811,4,2,2,0,0
2026-07-11T22:40:37.205346,45.33.189.27,1713,8,1,1,0,0
2026-07-11T02:38:48.205346,185.44.88.72,11,771,23,25,7,0
2026-07-11T07:22:28.205346,45.33.57.115,4173,2,1,0,0,0
2026-07-12T07:03:28.205346,45.33.164.29,6412,9,2,1,0,0
2026-07-12T01:46:12.205346,45.33.71.63,1577,5,3,2,0,0
2026-07-10T19:14:42.205346,45.33.51.184,9919,2,1,1,0,0
2026-07-11T22:33:43.205346,45.33.57.115,6144,3,1,0,0,0
2026-07-11T02:12:56.205346,45.33.7.190,2534,9,1,1,0,0
2026-07-11T08:50:26.205346,45.33.23.152,6169,9,2,0,0,0
2026-07-12T06:39:52.205346,45.33.151.72,4996,3,2,2,0,0
2026-07-10T16:52:44.205346,45.33.174.190,3026,3,2,2,0,0
2026-07-11T05:57:52.205346,45.33.164.29,1830,1,2,2,0,0
2026-07-11T13:09:19.205346,45.33.51.184,996,8,2,2,0,0
2026-07-10T18:22:06.205346,45.33.7.144,5373,8,0,0,0,0
2026-07-11T00:57:27.205346,45.33.51.184,8433,8,1,1,0,0
2026-07-12T06:08:04.205346,45.33.56.60,6158,7,1,1,0,0
2026-07-12T01:07:42.205346,45.33.56.60,4460,8,0,0,0,0
2026-07-11T22:47:16.205346,45.33.58.36,1329,5,3,2,0,0
2026-07-11T02:22:19.205346,45.33.174.190,5864,15,2,0,0,0
2026-07-10T15:31:52.205346,45.33.57.115,8148,8,2,1,0,0
2026-07-11T17:55:23.205346,45.33.7.144,8781,8,1,0,0,0
2026-07-12T08:45:10.205346,45.33.8.24,8608,10,3,1,0,0
2026-07-11T19:09:04.205346,45.33.58.36,7560,3,2,2,0,0
2026-07-12T11:06:52.205346,45.33.130.155,1241,7,0,0,0,0
2026-07-12T02:15:07.205346,45.33.151.72,5228,2,3,2,0,0
2026-07-11T20:06:24.205346,45.33.109.9,2446,3,0,0,0,0
2026-07-12T07:17:49.205346,45.33.56.60,9639,6,1,0,0,0
2026-07-11T17:02:40.205346,45.33.7.190,1242,1,1,1,0,0
2026-07-11T15:56:16.205346,45.33.57.115,7987,3,1,1,0,0
2026-07-12T07:44:22.205346,45.33.2.195,5402,10,2,2,0,0
2026-07-11T17:10:31.205346,45.33.208.223,5411,8,0,0,0,0
2026-07-12T05:06:52.205346,45.33.51.184,5540,13,0,0,0,0
2026-07-12T05:44:25.205346,45.33.208.223,9963,4,0,0,0,0
2026-07-12T13:38:16.205346,45.33.2.195,6729,3,1,0,0,0
2026-07-12T00:51:22.205346,45.33.58.36,3625,1,3,1,0,0
2026-07-10T18:58:00.205346,45.33.229.140,7223,9,3,2,0,0
2026-07-12T06:07:55.205346,45.33.57.115,3897,9,2,2,0,0
2026-07-11T19:45:28.205346,45.33.56.60,3337,8,2,2,0,0
2026-07-12T13:13:11.205346,45.33.109.9,8432,4,1,1,0,0
2026-07-12T07:27:52.205346,45.33.8.24,5235,12,1,1,0,0
2026-07-11T00:10:06.205346,45.33.130.155,9683,15,2,1,0,0
2026-07-11T02:18:10.205346,45.33.151.72,6720,15,3,1,0,0
2026-07-11T11:51:28.205346,45.33.8.24,1794,6,3,2,0,0
2026-07-11T13:17:04.205346,45.33.229.140,3810,14,2,2,0,0
2026-07-12T11:48:57.205346,45.33.2.195,4420,4,0,0,0,0
2026-07-12T06:52:10.205346,45.33.23.152,1360,2,3,1,0,0
2026-07-12T07:20:51.205346,45.33.189.27,584,9,1,1,0,0
2026-07-10T18:57:12.205346,45.33.229.140,5206,6,2,2,0,0
2026-07-12T02:28:25.205346,45.33.71.63,9906,4,0,0,0,0
2026-07-11T06:11:12.205346,45.33.174.190,1095,14,3,1,0,0
2026-07-10T23:14:41.205346,45.33.8.24,1113,1,2,2,0,0
2026-07-12T10:33:04.205346,45.33.56.60,5162,8,3,0,0,0
2026-07-12T06:36:39.205346,45.33.229.140,2345,6,1,1,0,0
2026-07-12T16:30:46.205346,45.33.174.190,730,12,2,1,0,0
2026-07-12T11:57:07.205346,45.33.229.140,3375,10,3,1,0,0
2026-07-11T18:53:48.205346,45.33.7.144,2062,3,1,1,0,0
2026-07-11T13:53:03.205346,45.33.164.29,4772,7,1,1,0,0
2026-07-12T07:53:40.205346,185.44.88.72,10,83,48,19,0,0
2026-07-11T00:29:02.205346,45.33.7.144,8733,15,2,2,0,0
2026-07-11T01:56:32.205346,45.33.8.24,6521,10,1,0,0,0
2026-07-11T09:44:25.205346,45.33.167.180,6621,7,3,2,0,0
2026-07-11T22:57:12.205346,45.33.2.195,1841,9,3,2,0,0
2026-07-12T15:07:09.205346,45.33.208.223,2338,1,1,1,0,0
2026-07-11T08:45:52.205346,45.33.56.60,9025,8,0,0,0,0
2026-07-12T07:45:22.205346,45.33.140.108,1989,15,3,0,0,0
2026-07-12T08:42:10.205346,45.33.51.184,7984,10,0,0,0,0
2026-07-11T10:07:43.205346,45.33.8.24,856,7,2,0,0,0
2026-07-10T19:26:00.205346,45.33.7.190,7441,6,0,0,0,0
2026-07-11T06:41:38.205346,45.33.71.63,8234,1,2,1,0,0
2026-07-12T01:15:52.205346,45.33.51.184,6635,15,3,1,0,0
2026-07-11T06:37:04.205346,45.33.151.72,2678,11,2,0,0,0
2026-07-12T17:15:16.205346,185.44.40.56,9,320,43,8,1,0
2026-07-11T04:30:16.205346,45.33.7.144,4262,4,3,1,0,0
2026-07-10T15:22:36.205346,45.33.58.36,1027,13,3,2,0,0
2026-07-10T18:27:17.205346,45.33.71.63,2153,10,0,0,0,0
2026-07-11T10:37:04.205346,45.33.7.190,7090,8,1,1,0,0
2026-07-12T21:02:15.205346,45.33.7.190,2795,9,2,0,0,0
2026-07-12T15:56:46.205346,45.33.2.195,5753,4,2,0,0,0
2026-07-12T07:03:25.205346,45.33.8.24,5008,1,1,1,0,0
2026-07-11T20:41:52.205346,45.33.7.190,6142,11,3,2,0,0
2026-07-12T18:00:32.205346,45.33.51.184,2944,5,3,0,0,0
2026-07-10T19:31:10.205346,45.33.23.152,5427,14,1,1,0,0
2026-07-11T13:32:46.205346,45.33.51.184,9630,9,1,1,0,0
2026-07-10T22:54:08.205346,45.33.56.60,1795,15,3,1,0,0
2026-07-10T17:45:22.205346,45.33.229.140,1344,5,3,2,0,0
2026-07-11T22:36:12.205346,45.33.229.140,9656,4,3,0,0,0
2026-07-11T01:29:42.205346,45.33.164.29,3970,15,1,1,0,0
2026-07-11T13:36:52.205346,45.33.140.108,4474,12,1,1,0,0
2026-07-11T15:49:05.205346,45.33.8.24,6736,8,2,1,0,0
2026-07-11T10:09:32.205346,45.33.140.108,8135,2,3,1,0,0
2026-07-11T04:28:01.205346,45.33.51.184,1249,10,1,1,0,0
2026-07-11T05:11:44.205346,45.33.151.72,9988,12,3,1,0,0
2026-07-12T21:09:01.205346,45.33.23.152,6723,10,1,1,0,0
2026-07-12T15:18:40.205346,45.33.56.60,4716,13,3,2,0,0
2026-07-12T20:40:47.205346,45.33.130.155,3273,3,3,0,0,0
2026-07-11T13:17:28.205346,185.44.207.41,9,129,24,9,1,1
2026-07-10T20:00:19.205346,45.33.189.27,649,4,3,1,0,0
2026-07-10T14:33:20.205346,45.33.2.195,8416,11,3,0,0,0
2026-07-11T19:10:49.205346,45.33.51.184,694,1,2,2,0,0
2026-07-11T05:09:52.205346,45.33.51.184,3437,2,0,0,0,0
2026-07-12T06:40:48.205346,45.33.2.195,9125,5,2,1,0,0
2026-07-11T13:11:54.205346,45.33.7.144,8020,10,1,1,0,0
2026-07-12T04:53:40.205346,45.33.71.63,1019,2,3,1,0,0
2026-07-12T17:38:36.205346,45.33.7.190,654,12,1,0,0,0
2026-07-10T18:20:17.205346,45.33.56.60,9770,14,0,0,0,0
2026-07-11T19:09:34.205346,45.33.208.223,8290,5,0,0,0,0
2026-07-11T11:35:46.205346,45.33.208.223,1039,3,2,0,0,0
2026-07-11T15:08:00.205346,45.33.7.144,1760,5,1,1,0,0
2026-07-11T04:38:49.205346,45.33.7.144,9356,6,3,2,0,0
2026-07-11T00:16:12.205346,45.33.71.63,8704,12,2,0,0,0
2026-07-10T17:05:12.205346,45.33.71.63,6080,10,3,1,0,0
2026-07-12T05:40:40.205346,45.33.167.180,8538,4,2,2,0,0
2026-07-10T21:46:17.205346,45.33.208.223,6727,2,2,0,0,0
2026-07-12T07:21:04.205346,45.33.189.27,6725,12,1,1,0,0
2026-07-12T04:20:22.205346,45.33.58.36,1999,1,2,1,0,0
