timestamp,source_ip,failed_login_attempts,session_duration_seconds,command_count,unique_commands,suspicious_command_count,has_canary_trigger,anomaly_label,ai_threat_score,severity,threat_type,description
2026-07-14T14:22:58.391802,185.44.246.196,8,558,58,22,2,0,-1,70,High,Interactive Session Attack,Extended interactive session from 185.44.246.196. Duration: 558s. Indicates human-guided attack.
2026-07-14T00:53:12.391802,185.44.88.72,4,887,30,15,2,0,-1,70,High,Interactive Session Attack,Extended interactive session from 185.44.88.72. Duration: 887s. Indicates human-guided attack.
2026-07-12T20:55:49.391802,185.44.88.72,13,958,39,8,1,0,-1,70,High,Interactive Session Attack,Extended interactive session from 185.44.88.72. Duration: 958s. Indicates human-guided attack.
2026-07-10T17:55:06.391802,185.44.179.109,6,876,63,9,1,0,-1,70,High,Interactive Session Attack,Extended interactive session from 185.44.179.109. Duration: 876s. Indicates human-guided attack.
2026-07-12T18:09:41.391802,185.44.207.41,13,246,33,23,1,1,-1,70,High,Canary Token Triggered,Decoy resource interaction from 185.44.207.41. Attacker accessed canary-baited asset.
2026-07-14T07:36:23.391802,185.44.246.196,11,277,63,16,2,0,-1,69,High,Anomalous Activity,"Anomalous SSH activity from 185.44.246.196 (63 commands, 277s session)."
2026-07-12T09:58:41.391802,185.44.207.41,12,182,62,16,1,1,-1,69,High,Canary Token Triggered,Decoy resource interaction from 185.44.207.41. Attacker accessed canary-baited asset.
2026-07-17T08:09:59.391802,185.44.88.72,11,665,75,17,2,0,-1,69,High,Interactive Session Attack,Extended interactive session from 185.44.88.72. Duration: 665s. Indicates human-guided attack.
2026-07-13T06:01:07.391802,185.44.40.56,10,859,56,11,0,0,-1,69,High,Interactive Session Attack,Extended interactive session from 185.44.40.56. Duration: 859s. Indicates human-guided attack.
2026-07-10T18:58:57.391802,185.44.179.109,15,904,18,13,1,0,-1,69,High,Interactive Session Attack,Extended interactive session from 185.44.179.109. Duration: 904s. Indicates human-guided attack.
2026-07-10T23:19:53.391802,185.44.88.72,4,117,55,11,2,0,-1,69,High,Anomalous Activity,"Anomalous SSH activity from 185.44.88.72 (55 commands, 117s session)."
2026-07-11T12:23:10.391802,185.44.179.109,3,147,69,10,1,0,-1,69,High,Anomalous Activity,"Anomalous SSH activity from 185.44.179.109 (69 commands, 147s session)."
2026-07-10T15:03:13.391802,185.44.88.72,9,425,79,11,1,0,-1,69,High,Interactive Session Attack,Extended interactive session from 185.44.88.72. Duration: 425s. Indicates human-guided attack.
2026-07-11T07:20:53.391802,185.44.40.56,3,436,17,12,2,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.40.56. Duration: 436s. Indicates human-guided attack.
2026-07-11T08:26:31.391802,185.44.246.196,9,341,56,14,2,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.246.196. Duration: 341s. Indicates human-guided attack.
2026-07-12T01:54:41.391802,185.44.207.41,14,743,45,10,2,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.207.41. Duration: 743s. Indicates human-guided attack.
2026-07-12T04:45:23.391802,185.44.179.109,2,637,60,10,0,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.179.109. Duration: 637s. Indicates human-guided attack.
2026-07-12T02:30:11.391802,185.44.88.72,13,155,49,12,2,0,-1,68,High,Anomalous Activity,"Anomalous SSH activity from 185.44.88.72 (49 commands, 155s session)."
2026-07-14T19:19:43.391802,185.44.207.41,12,795,29,17,0,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.207.41. Duration: 795s. Indicates human-guided attack.
2026-07-13T01:02:20.391802,185.44.207.41,2,397,50,11,1,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.207.41. Duration: 397s. Indicates human-guided attack.
2026-07-12T11:06:25.391802,185.44.246.196,15,389,51,13,2,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.246.196. Duration: 389s. Indicates human-guided attack.
2026-07-11T03:50:32.391802,185.44.207.41,6,408,63,13,2,0,-1,68,High,Interactive Session Attack,Extended interactive session from 185.44.207.41. Duration: 408s. Indicates human-guided attack.
2026-07-12T07:55:35.391802,185.44.88.72,10,83,48,19,0,0,-1,67,High,Anomalous Activity,"Anomalous SSH activity from 185.44.88.72 (48 commands, 83s session)."
2026-07-12T17:17:11.391802,185.44.40.56,9,320,43,8,1,0,-1,67,High,Interactive Session Attack,Extended interactive session from 185.44.40.56. Duration: 320s. Indicates human-guided attack.
2026-07-11T23:17:47.391802,185.44.40.56,12,288,24,8,1,1,-1,66,High,Canary Token Triggered,Decoy resource interaction from 185.44.40.56. Attacker accessed canary-baited asset.
2026-07-11T13:19:23.391802,185.44.207.41,9,129,24,9,1,1,-1,65,High,Canary Token Triggered,Decoy resource interaction from 185.44.207.41. Attacker accessed canary-baited asset.
2026-07-13T18:41:47.391802,185.44.246.196,9,75,23,14,0,0,-1,64,High,Anomalous Activity,"Anomalous SSH activity from 185.44.246.196 (23 commands, 75s session)."
2026-07-14T01:33:23.391802,45.33.7.190,9564,15,3,2,0,0,-1,55,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.190 (9564 failures). Automated attack pattern detected.
2026-07-14T23:44:29.391802,45.33.7.190,9155,1,3,2,0,0,-1,53,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.190 (9155 failures). Automated attack pattern detected.
2026-07-10T13:09:57.391802,45.33.174.190,9824,5,3,2,0,0,-1,53,Medium,Brute Force Attack,High-volume login attempts from 45.33.174.190 (9824 failures). Automated attack pattern detected.
2026-07-13T01:51:55.391802,45.33.51.184,9407,1,2,2,0,0,-1,53,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (9407 failures). Automated attack pattern detected.
2026-07-12T11:18:43.391802,45.33.71.63,9325,1,3,2,0,0,-1,53,Medium,Brute Force Attack,High-volume login attempts from 45.33.71.63 (9325 failures). Automated attack pattern detected.
2026-07-11T01:52:40.391802,45.33.189.27,9251,1,3,2,0,0,-1,53,Medium,Brute Force Attack,High-volume login attempts from 45.33.189.27 (9251 failures). Automated attack pattern detected.
2026-07-11T14:00:11.391802,45.33.51.184,8351,1,3,2,0,0,-1,52,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (8351 failures). Automated attack pattern detected.
2026-07-13T02:35:15.391802,45.33.167.180,9767,12,3,2,0,0,-1,52,Medium,Brute Force Attack,High-volume login attempts from 45.33.167.180 (9767 failures). Automated attack pattern detected.
2026-07-11T03:32:40.391802,45.33.229.140,9310,14,3,2,0,0,-1,52,Medium,Brute Force Attack,High-volume login attempts from 45.33.229.140 (9310 failures). Automated attack pattern detected.
2026-07-15T04:23:30.391802,45.33.140.108,8761,1,3,2,0,0,-1,52,Medium,Brute Force Attack,High-volume login attempts from 45.33.140.108 (8761 failures). Automated attack pattern detected.
2026-07-13T23:07:11.391802,45.33.7.144,9919,1,2,0,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.144 (9919 failures). Automated attack pattern detected.
2026-07-14T06:30:35.391802,45.33.109.9,9313,14,2,2,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.109.9 (9313 failures). Automated attack pattern detected.
2026-07-11T21:00:27.391802,45.33.57.115,9817,1,1,0,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.57.115 (9817 failures). Automated attack pattern detected.
2026-07-11T00:30:57.391802,45.33.7.144,8733,15,2,2,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.144 (8733 failures). Automated attack pattern detected.
2026-07-11T23:22:07.391802,45.33.130.155,9585,15,0,0,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.130.155 (9585 failures). Automated attack pattern detected.
2026-07-14T08:27:47.391802,45.33.208.223,9998,6,3,0,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.208.223 (9998 failures). Automated attack pattern detected.
2026-07-11T18:07:06.391802,45.33.189.27,8822,2,3,2,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.189.27 (8822 failures). Automated attack pattern detected.
2026-07-12T03:16:39.391802,45.33.151.72,9455,1,0,0,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.151.72 (9455 failures). Automated attack pattern detected.
2026-07-18T11:53:32.391802,45.33.51.184,9606,15,3,1,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (9606 failures). Automated attack pattern detected.
2026-07-19T16:05:53.391802,45.33.56.60,9063,15,2,2,0,0,-1,51,Medium,Brute Force Attack,High-volume login attempts from 45.33.56.60 (9063 failures). Automated attack pattern detected.
2026-07-11T19:12:44.391802,45.33.51.184,694,1,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (694 failures). Automated attack pattern detected.
2026-07-10T18:22:12.391802,45.33.56.60,9770,14,0,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.56.60 (9770 failures). Automated attack pattern detected.
2026-07-11T05:13:39.391802,45.33.151.72,9988,12,3,1,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.151.72 (9988 failures). Automated attack pattern detected.
2026-07-11T04:40:44.391802,45.33.7.144,9356,6,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.144 (9356 failures). Automated attack pattern detected.
2026-07-10T17:32:58.391802,45.33.23.152,9566,10,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.23.152 (9566 failures). Automated attack pattern detected.
2026-07-12T01:13:05.391802,45.33.109.9,9327,3,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.109.9 (9327 failures). Automated attack pattern detected.
2026-07-10T18:08:38.391802,45.33.8.24,9933,11,3,1,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.8.24 (9933 failures). Automated attack pattern detected.
2026-07-10T16:17:23.391802,45.33.189.27,9855,10,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.189.27 (9855 failures). Automated attack pattern detected.
2026-07-10T17:24:39.391802,45.33.8.24,9825,15,2,1,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.8.24 (9825 failures). Automated attack pattern detected.
2026-07-11T02:09:47.391802,45.33.51.184,9517,6,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (9517 failures). Automated attack pattern detected.
2026-07-11T08:14:11.391802,45.33.167.180,9748,11,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.167.180 (9748 failures). Automated attack pattern detected.
2026-07-10T23:07:39.391802,45.33.151.72,9621,1,2,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.151.72 (9621 failures). Automated attack pattern detected.
2026-07-11T20:41:07.391802,45.33.130.155,7659,15,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.130.155 (7659 failures). Automated attack pattern detected.
2026-07-10T23:25:10.391802,45.33.140.108,9282,1,1,1,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.140.108 (9282 failures). Automated attack pattern detected.
2026-07-10T22:52:27.391802,45.33.58.36,9262,1,0,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.58.36 (9262 failures). Automated attack pattern detected.
2026-07-12T22:51:07.391802,45.33.189.27,9917,7,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.189.27 (9917 failures). Automated attack pattern detected.
2026-07-11T21:58:02.391802,45.33.7.190,9817,1,2,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.190 (9817 failures). Automated attack pattern detected.
2026-07-15T08:43:05.391802,45.33.71.63,9330,14,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.71.63 (9330 failures). Automated attack pattern detected.
2026-07-12T00:23:02.391802,45.33.56.60,8349,15,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.56.60 (8349 failures). Automated attack pattern detected.
2026-07-15T16:19:36.391802,45.33.71.63,9082,12,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.71.63 (9082 failures). Automated attack pattern detected.
2026-07-11T05:02:59.391802,45.33.71.63,9334,13,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.71.63 (9334 failures). Automated attack pattern detected.
2026-07-12T18:05:35.391802,45.33.130.155,8470,2,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.130.155 (8470 failures). Automated attack pattern detected.
2026-07-10T17:21:35.391802,45.33.109.9,9728,15,1,1,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.109.9 (9728 failures). Automated attack pattern detected.
2026-07-11T06:15:47.391802,45.33.23.152,8215,15,2,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.23.152 (8215 failures). Automated attack pattern detected.
2026-07-18T03:10:23.391802,45.33.130.155,9109,12,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.130.155 (9109 failures). Automated attack pattern detected.
2026-07-15T16:42:27.391802,45.33.51.184,7206,15,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.51.184 (7206 failures). Automated attack pattern detected.
2026-07-17T22:20:07.391802,45.33.8.24,9490,14,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.8.24 (9490 failures). Automated attack pattern detected.
2026-07-12T15:21:53.391802,45.33.167.180,9649,1,2,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.167.180 (9649 failures). Automated attack pattern detected.
2026-07-11T10:09:59.391802,45.33.7.190,9221,4,3,2,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.7.190 (9221 failures). Automated attack pattern detected.
2026-07-10T17:32:35.391802,45.33.58.36,8881,15,3,0,0,0,-1,50,Medium,Brute Force Attack,High-volume login attempts from 45.33.58.36 (8881 failures). Automated attack pattern detected.
