timestamp,source_ip,failed_login_attempts,session_duration_seconds,command_count,unique_commands,suspicious_command_count,has_canary_trigger
2026-07-10T21:18:32.391802,45.33.229.140,7383,7,0,0,0,0
2026-07-11T00:50:23.391802,45.33.130.155,5392,13,3,1,0,0
2026-07-10T22:44:59.391802,45.33.151.72,4113,8,1,1,0,0
2026-07-10T16:52:29.391802,45.33.7.144,6007,11,3,2,0,0
2026-07-11T01:52:40.391802,45.33.189.27,9251,1,3,2,0,0
2026-07-10T14:21:07.391802,45.33.71.63,7522,3,3,0,0,0
2026-07-10T21:57:05.391802,45.33.56.60,3967,8,2,1,0,0
2026-07-10T13:39:25.391802,45.33.51.184,4633,14,0,0,0,0
2026-07-10T14:10:20.391802,45.33.7.190,6233,4,0,0,0,0
2026-07-10T16:52:11.391802,45.33.23.152,3766,14,0,0,0,0
2026-07-10T19:25:07.391802,45.33.140.108,2374,10,1,1,0,0
2026-07-10T15:51:47.391802,45.33.174.190,2376,13,1,1,0,0
2026-07-10T18:08:38.391802,45.33.8.24,9933,11,3,1,0,0
2026-07-10T16:14:51.391802,45.33.23.152,2169,12,2,2,0,0
2026-07-10T22:36:48.391802,45.33.208.223,1172,6,3,2,0,0
2026-07-10T15:56:47.391802,45.33.56.60,707,14,3,1,0,0
2026-07-10T17:47:57.391802,45.33.130.155,8032,12,1,1,0,0
2026-07-11T00:38:59.391802,45.33.109.9,9317,13,3,1,0,0
2026-07-10T20:37:02.391802,45.33.208.223,4897,6,1,0,0,0
2026-07-10T14:00:53.391802,45.33.23.152,8113,10,3,1,0,0
2026-07-10T20:13:37.391802,45.33.56.60,3479,8,1,1,0,0
2026-07-10T18:27:47.391802,45.33.2.195,5026,9,0,0,0,0
2026-07-11T02:23:16.391802,45.33.51.184,8504,9,1,1,0,0
2026-07-10T21:27:45.391802,45.33.140.108,7842,13,0,0,0,0
2026-07-11T04:50:11.391802,45.33.23.152,5516,11,2,1,0,0
2026-07-11T02:09:47.391802,45.33.51.184,9517,6,2,2,0,0
2026-07-10T16:41:59.391802,45.33.109.9,4277,2,1,1,0,0
2026-07-11T04:29:41.391802,45.33.174.190,3638,4,3,1,0,0
2026-07-10T18:31:06.391802,45.33.58.36,3680,5,1,1,0,0
2026-07-11T05:38:11.391802,45.33.151.72,2573,5,0,0,0,0
2026-07-10T21:46:32.391802,45.33.189.27,8542,2,0,0,0,0
2026-07-11T03:41:21.391802,45.33.167.180,6082,3,0,0,0,0
2026-07-10T14:53:55.391802,45.33.71.63,7065,8,0,0,0,0
2026-07-11T06:25:35.391802,45.33.208.223,5478,2,1,0,0,0
2026-07-11T03:00:54.391802,45.33.2.195,4197,13,3,1,0,0
2026-07-10T16:23:17.391802,45.33.208.223,7525,5,0,0,0,0
2026-07-10T20:51:32.391802,45.33.229.140,3957,5,0,0,0,0
2026-07-11T04:16:19.391802,45.33.71.63,3064,1,3,1,0,0
2026-07-11T03:52:29.391802,45.33.23.152,5220,12,2,2,0,0
2026-07-10T17:01:05.391802,45.33.23.152,4834,13,1,1,0,0
2026-07-10T15:15:52.391802,45.33.189.27,4852,14,1,0,0,0
2026-07-10T17:24:39.391802,45.33.8.24,9825,15,2,1,0,0
2026-07-10T15:59:11.391802,45.33.8.24,7094,5,3,1,0,0
2026-07-10T16:22:21.391802,45.33.51.184,5780,10,2,0,0,0
2026-07-10T14:40:56.391802,45.33.208.223,839,13,2,2,0,0
2026-07-10T19:29:47.391802,45.33.174.190,8208,9,3,1,0,0
2026-07-10T16:55:44.391802,185.44.40.56,11,1067,26,23,8,0
2026-07-11T03:13:47.391802,45.33.56.60,7244,12,3,1,0,0
2026-07-10T22:09:11.391802,45.33.151.72,1101,8,0,0,0,0
2026-07-11T08:27:27.391802,45.33.7.144,8931,14,0,0,0,0
2026-07-11T07:03:07.391802,45.33.7.190,3573,9,2,2,0,0
2026-07-11T05:01:35.391802,45.33.7.190,3835,5,1,1,0,0
2026-07-10T19:03:51.391802,45.33.140.108,2489,1,1,1,0,0
2026-07-10T17:28:35.391802,45.33.164.29,9548,7,0,0,0,0
2026-07-10T23:21:08.391802,45.33.58.36,3022,8,2,2,0,0
2026-07-10T18:42:07.391802,45.33.140.108,8236,4,3,2,0,0
2026-07-10T23:37:19.391802,45.33.2.195,8827,12,1,0,0,0
2026-07-10T23:57:35.391802,45.33.51.184,6068,15,2,0,0,0
2026-07-11T09:43:20.391802,45.33.208.223,8522,14,1,1,0,0
2026-07-11T01:36:53.391802,45.33.56.60,9542,13,3,1,0,0
2026-07-10T15:01:17.391802,45.33.23.152,9868,7,1,1,0,0
2026-07-10T14:46:19.391802,45.33.140.108,6746,7,1,1,0,0
2026-07-10T17:15:31.391802,45.33.208.223,5939,14,0,0,0,0
2026-07-10T19:26:11.391802,45.33.167.180,751,12,1,1,0,0
2026-07-10T16:32:55.391802,45.33.109.9,6046,10,3,2,0,0
2026-07-10T14:47:07.391802,45.33.151.72,6726,6,3,2,0,0
2026-07-10T17:18:17.391802,45.33.23.152,5208,4,0,0,0,0
2026-07-10T15:14:41.391802,45.33.58.36,7769,3,2,0,0,0
2026-07-10T19:18:44.391802,45.33.7.190,5306,6,2,1,0,0
2026-07-10T20:33:23.391802,45.33.51.184,9772,11,1,0,0,0
2026-07-11T08:24:37.391802,45.33.7.144,4445,8,1,0,0,0
2026-07-11T01:19:31.391802,45.33.167.180,4683,11,0,0,0,0
2026-07-11T01:53:59.391802,45.33.174.190,1710,8,2,2,0,0
2026-07-11T05:33:51.391802,45.33.51.184,4597,8,2,0,0,0
2026-07-11T01:54:35.391802,45.33.58.36,4386,7,2,2,0,0
2026-07-10T15:29:47.391802,185.44.88.72,1,870,50,8,13,0
2026-07-11T04:30:57.391802,45.33.140.108,5189,13,1,1,0,0
2026-07-10T17:35:55.391802,45.33.229.140,4606,11,1,1,0,0
2026-07-11T05:16:26.391802,45.33.7.190,5561,13,3,0,0,0
2026-07-10T22:11:37.391802,45.33.71.63,5335,6,3,0,0,0
2026-07-11T00:45:02.391802,45.33.151.72,6494,9,2,0,0,0
2026-07-11T10:11:11.391802,45.33.140.108,5335,12,2,0,0,0
2026-07-11T01:12:27.391802,185.44.179.109,13,522,65,25,15,0
2026-07-11T06:33:07.391802,45.33.167.180,6538,11,2,2,0,0
2026-07-10T14:32:32.391802,45.33.130.155,2275,11,1,1,0,0
2026-07-10T16:17:07.391802,45.33.151.72,5874,15,1,1,0,0
2026-07-10T19:50:20.391802,45.33.167.180,5451,11,3,0,0,0
2026-07-11T00:14:47.391802,45.33.7.190,5486,8,0,0,0,0
2026-07-11T14:29:16.391802,45.33.189.27,6867,8,2,2,0,0
2026-07-11T08:26:55.391802,45.33.189.27,7297,11,0,0,0,0
2026-07-11T10:15:47.391802,45.33.109.9,1036,12,2,0,0,0
2026-07-11T06:22:49.391802,45.33.23.152,6442,2,2,2,0,0
2026-07-10T23:31:36.391802,45.33.109.9,3609,2,3,0,0,0
2026-07-10T19:26:11.391802,45.33.2.195,849,1,2,0,0,0
2026-07-10T23:50:26.391802,45.33.229.140,1624,14,1,1,0,0
2026-07-10T13:33:47.391802,45.33.23.152,5883,13,1,1,0,0
2026-07-10T18:47:29.391802,45.33.189.27,2629,9,2,0,0,0
2026-07-11T05:17:19.391802,45.33.164.29,2659,1,2,0,0,0
2026-07-10T19:03:05.391802,45.33.109.9,1358,3,3,2,0,0
2026-07-10T18:50:41.391802,45.33.140.108,7844,13,2,2,0,0
2026-07-10T14:59:22.391802,45.33.23.152,1210,12,2,1,0,0
2026-07-11T11:40:51.391802,45.33.140.108,7080,7,0,0,0,0
2026-07-10T19:49:50.391802,45.33.71.63,5777,10,1,0,0,0
2026-07-11T16:20:21.391802,45.33.208.223,9484,12,2,1,0,0
2026-07-11T17:32:13.391802,45.33.57.115,7548,2,0,0,0,0
2026-07-11T06:50:47.391802,45.33.229.140,7546,8,1,1,0,0
2026-07-11T11:28:14.391802,45.33.7.144,7315,12,0,0,0,0
2026-07-10T18:12:13.391802,45.33.109.9,6632,3,3,0,0,0
2026-07-11T18:25:44.391802,45.33.71.63,7575,2,2,0,0,0
2026-07-11T08:00:35.391802,45.33.151.72,9702,6,0,0,0,0
2026-07-10T18:57:27.391802,45.33.51.184,1342,5,2,1,0,0
2026-07-10T19:11:47.391802,45.33.229.140,3035,11,3,0,0,0
2026-07-11T01:30:54.391802,45.33.151.72,6522,2,2,2,0,0
2026-07-10T23:07:39.391802,45.33.151.72,9621,1,2,0,0,0
2026-07-10T21:11:11.391802,45.33.8.24,6067,6,0,0,0,0
2026-07-11T18:10:57.391802,45.33.7.144,1640,3,0,0,0,0
2026-07-11T06:27:06.391802,45.33.51.184,7932,6,1,1,0,0
2026-07-10T22:06:59.391802,45.33.208.223,1891,15,0,0,0,0
2026-07-11T12:47:59.391802,45.33.7.190,1836,5,3,2,0,0
2026-07-10T19:47:11.391802,45.33.167.180,7285,5,1,1,0,0
2026-07-11T06:36:02.391802,45.33.58.36,5140,11,3,2,0,0
2026-07-11T01:18:03.391802,45.33.7.144,1397,1,1,1,0,0
2026-07-11T17:23:50.391802,45.33.109.9,5242,6,0,0,0,0
2026-07-11T21:00:23.391802,45.33.174.190,2616,7,1,1,0,0
2026-07-10T14:35:58.391802,45.33.130.155,1680,7,0,0,0,0
2026-07-11T12:33:07.391802,45.33.71.63,5629,10,3,2,0,0
2026-07-11T08:05:29.391802,45.33.51.184,5243,2,3,0,0,0
2026-07-11T14:38:21.391802,45.33.2.195,8038,14,2,0,0,0
2026-07-10T18:04:17.391802,45.33.23.152,7638,10,3,2,0,0
2026-07-10T17:58:59.391802,45.33.8.24,6062,4,2,0,0,0
2026-07-11T10:00:32.391802,45.33.58.36,9193,9,1,1,0,0
2026-07-11T01:07:39.391802,45.33.189.27,4371,2,1,1,0,0
2026-07-11T22:44:56.391802,45.33.189.27,1734,3,3,1,0,0
2026-07-11T08:14:11.391802,45.33.167.180,9748,11,2,2,0,0
2026-07-10T16:53:10.391802,45.33.71.63,8182,8,2,1,0,0
2026-07-10T16:57:47.391802,45.33.71.63,5585,8,3,0,0,0
2026-07-11T20:00:06.391802,45.33.8.24,1757,11,0,0,0,0
2026-07-12T00:02:07.391802,45.33.208.223,9581,13,0,0,0,0
2026-07-11T16:51:50.391802,45.33.56.60,8292,9,1,0,0,0
2026-07-11T04:37:49.391802,45.33.56.60,1881,9,1,0,0,0
2026-07-11T12:20:52.391802,45.33.167.180,9086,9,1,1,0,0
2026-07-10T16:46:35.391802,45.33.7.144,7197,13,2,2,0,0
2026-07-11T13:24:32.391802,45.33.56.60,1579,6,0,0,0,0
2026-07-10T22:19:19.391802,45.33.2.195,2963,6,0,0,0,0
2026-07-12T00:24:05.391802,45.33.8.24,6921,3,0,0,0,0
2026-07-11T16:04:07.391802,45.33.56.60,2593,11,0,0,0,0
2026-07-11T11:02:06.391802,45.33.164.29,6440,5,1,0,0,0
2026-07-10T18:29:05.391802,45.33.140.108,3645,4,1,0,0,0
2026-07-11T10:55:29.391802,45.33.58.36,8817,13,0,0,0,0
2026-07-10T23:56:51.391802,45.33.2.195,2647,10,3,0,0,0
2026-07-11T15:52:17.391802,45.33.2.195,3212,12,3,0,0,0
2026-07-11T18:26:21.391802,45.33.23.152,7777,10,2,2,0,0
2026-07-11T13:20:09.391802,45.33.23.152,5570,13,3,0,0,0
2026-07-11T22:10:59.391802,45.33.208.223,7718,8,2,1,0,0
2026-07-10T17:00:14.391802,45.33.174.190,3771,13,1,1,0,0
2026-07-11T23:22:07.391802,45.33.130.155,9585,15,0,0,0,0
2026-07-11T19:09:17.391802,45.33.8.24,1874,13,1,1,0,0
2026-07-11T12:38:51.391802,45.33.189.27,7667,2,1,1,0,0
2026-07-11T15:12:32.391802,45.33.51.184,1372,7,2,0,0,0
2026-07-10T23:19:53.391802,185.44.88.72,4,117,55,11,2,0
2026-07-11T20:58:57.391802,45.33.8.24,8240,12,1,1,0,0
2026-07-10T23:40:55.391802,45.33.164.29,1798,1,2,0,0,0
2026-07-11T05:39:08.391802,45.33.2.195,9147,7,0,0,0,0
2026-07-10T21:07:41.391802,45.33.7.190,4406,7,3,0,0,0
2026-07-10T23:25:10.391802,45.33.140.108,9282,1,1,1,0,0
2026-07-10T19:27:47.391802,45.33.164.29,6280,4,3,0,0,0
2026-07-11T21:51:58.391802,45.33.130.155,1608,9,0,0,0,0
2026-07-10T18:18:25.391802,45.33.7.144,6616,5,0,0,0,0
2026-07-12T03:24:14.391802,45.33.58.36,5947,3,0,0,0,0
2026-07-11T02:16:51.391802,45.33.174.190,8112,12,3,2,0,0
2026-07-10T16:40:17.391802,45.33.71.63,7998,1,2,0,0,0
2026-07-11T17:29:29.391802,45.33.7.190,5670,15,2,2,0,0
2026-07-11T12:56:30.391802,185.44.246.196,8,578,19,14,15,1
2026-07-11T20:41:07.391802,45.33.130.155,7659,15,3,2,0,0
2026-07-12T00:53:38.391802,45.33.7.144,6054,3,3,2,0,0
2026-07-11T19:49:47.391802,45.33.57.115,4869,13,0,0,0,0
2026-07-10T21:00:52.391802,45.33.2.195,3456,9,2,1,0,0
2026-07-11T21:28:35.391802,45.33.8.24,5521,8,3,0,0,0
2026-07-10T17:46:31.391802,45.33.7.190,6276,10,3,1,0,0
2026-07-11T00:00:11.391802,45.33.7.144,6452,9,1,0,0,0
2026-07-11T16:16:02.391802,45.33.167.180,1070,3,0,0,0,0
2026-07-11T22:25:07.391802,45.33.208.223,1030,10,1,1,0,0
2026-07-10T23:42:17.391802,45.33.130.155,7773,13,0,0,0,0
2026-07-10T22:01:35.391802,45.33.7.144,5650,11,2,0,0,0
2026-07-10T22:20:57.391802,45.33.174.190,8676,9,3,2,0,0
2026-07-12T01:58:27.391802,45.33.109.9,7811,4,2,2,0,0
2026-07-11T22:42:32.391802,45.33.189.27,1713,8,1,1,0,0
2026-07-11T02:40:43.391802,185.44.88.72,11,771,23,25,7,0
2026-07-11T07:24:23.391802,45.33.57.115,4173,2,1,0,0,0
2026-07-12T07:05:23.391802,45.33.164.29,6412,9,2,1,0,0
2026-07-12T01:48:07.391802,45.33.71.63,1577,5,3,2,0,0
2026-07-10T19:16:37.391802,45.33.51.184,9919,2,1,1,0,0
2026-07-11T22:35:38.391802,45.33.57.115,6144,3,1,0,0,0
2026-07-11T02:14:51.391802,45.33.7.190,2534,9,1,1,0,0
2026-07-11T08:52:21.391802,45.33.23.152,6169,9,2,0,0,0
2026-07-12T06:41:47.391802,45.33.151.72,4996,3,2,2,0,0
2026-07-10T16:54:39.391802,45.33.174.190,3026,3,2,2,0,0
2026-07-11T05:59:47.391802,45.33.164.29,1830,1,2,2,0,0
2026-07-11T13:11:14.391802,45.33.51.184,996,8,2,2,0,0
2026-07-10T18:24:01.391802,45.33.7.144,5373,8,0,0,0,0
2026-07-11T00:59:22.391802,45.33.51.184,8433,8,1,1,0,0
2026-07-12T06:09:59.391802,45.33.56.60,6158,7,1,1,0,0
2026-07-12T01:09:37.391802,45.33.56.60,4460,8,0,0,0,0
2026-07-11T22:49:11.391802,45.33.58.36,1329,5,3,2,0,0
2026-07-11T02:24:14.391802,45.33.174.190,5864,15,2,0,0,0
2026-07-10T15:33:47.391802,45.33.57.115,8148,8,2,1,0,0
2026-07-11T17:57:18.391802,45.33.7.144,8781,8,1,0,0,0
2026-07-12T08:47:05.391802,45.33.8.24,8608,10,3,1,0,0
2026-07-11T19:10:59.391802,45.33.58.36,7560,3,2,2,0,0
2026-07-12T11:08:47.391802,45.33.130.155,1241,7,0,0,0,0
2026-07-12T02:17:02.391802,45.33.151.72,5228,2,3,2,0,0
2026-07-11T20:08:19.391802,45.33.109.9,2446,3,0,0,0,0
2026-07-12T07:19:44.391802,45.33.56.60,9639,6,1,0,0,0
2026-07-11T17:04:35.391802,45.33.7.190,1242,1,1,1,0,0
2026-07-11T15:58:11.391802,45.33.57.115,7987,3,1,1,0,0
2026-07-12T07:46:17.391802,45.33.2.195,5402,10,2,2,0,0
2026-07-11T17:12:26.391802,45.33.208.223,5411,8,0,0,0,0
2026-07-12T05:08:47.391802,45.33.51.184,5540,13,0,0,0,0
2026-07-12T05:46:20.391802,45.33.208.223,9963,4,0,0,0,0
2026-07-12T13:40:11.391802,45.33.2.195,6729,3,1,0,0,0
2026-07-12T00:53:17.391802,45.33.58.36,3625,1,3,1,0,0
2026-07-10T18:59:55.391802,45.33.229.140,7223,9,3,2,0,0
2026-07-12T06:09:50.391802,45.33.57.115,3897,9,2,2,0,0
2026-07-11T19:47:23.391802,45.33.56.60,3337,8,2,2,0,0
2026-07-12T13:15:06.391802,45.33.109.9,8432,4,1,1,0,0
2026-07-12T07:29:47.391802,45.33.8.24,5235,12,1,1,0,0
2026-07-11T00:12:01.391802,45.33.130.155,9683,15,2,1,0,0
2026-07-11T02:20:05.391802,45.33.151.72,6720,15,3,1,0,0
2026-07-11T11:53:23.391802,45.33.8.24,1794,6,3,2,0,0
2026-07-11T13:18:59.391802,45.33.229.140,3810,14,2,2,0,0
2026-07-12T11:50:52.391802,45.33.2.195,4420,4,0,0,0,0
2026-07-12T06:54:05.391802,45.33.23.152,1360,2,3,1,0,0
2026-07-12T07:22:46.391802,45.33.189.27,584,9,1,1,0,0
2026-07-10T18:59:07.391802,45.33.229.140,5206,6,2,2,0,0
2026-07-12T02:30:20.391802,45.33.71.63,9906,4,0,0,0,0
2026-07-11T06:13:07.391802,45.33.174.190,1095,14,3,1,0,0
2026-07-10T23:16:36.391802,45.33.8.24,1113,1,2,2,0,0
2026-07-12T10:34:59.391802,45.33.56.60,5162,8,3,0,0,0
2026-07-12T06:38:34.391802,45.33.229.140,2345,6,1,1,0,0
2026-07-12T16:32:41.391802,45.33.174.190,730,12,2,1,0,0
2026-07-12T11:59:02.391802,45.33.229.140,3375,10,3,1,0,0
2026-07-11T18:55:43.391802,45.33.7.144,2062,3,1,1,0,0
2026-07-11T13:54:58.391802,45.33.164.29,4772,7,1,1,0,0
2026-07-12T07:55:35.391802,185.44.88.72,10,83,48,19,0,0
2026-07-11T00:30:57.391802,45.33.7.144,8733,15,2,2,0,0
2026-07-11T01:58:27.391802,45.33.8.24,6521,10,1,0,0,0
2026-07-11T09:46:20.391802,45.33.167.180,6621,7,3,2,0,0
2026-07-11T22:59:07.391802,45.33.2.195,1841,9,3,2,0,0
2026-07-12T15:09:04.391802,45.33.208.223,2338,1,1,1,0,0
2026-07-11T08:47:47.391802,45.33.56.60,9025,8,0,0,0,0
2026-07-12T07:47:17.391802,45.33.140.108,1989,15,3,0,0,0
2026-07-12T08:44:05.391802,45.33.51.184,7984,10,0,0,0,0
2026-07-11T10:09:38.391802,45.33.8.24,856,7,2,0,0,0
2026-07-10T19:27:55.391802,45.33.7.190,7441,6,0,0,0,0
2026-07-11T06:43:33.391802,45.33.71.63,8234,1,2,1,0,0
2026-07-12T01:17:47.391802,45.33.51.184,6635,15,3,1,0,0
2026-07-11T06:38:59.391802,45.33.151.72,2678,11,2,0,0,0
2026-07-12T17:17:11.391802,185.44.40.56,9,320,43,8,1,0
2026-07-11T04:32:11.391802,45.33.7.144,4262,4,3,1,0,0
2026-07-10T15:24:31.391802,45.33.58.36,1027,13,3,2,0,0
2026-07-10T18:29:12.391802,45.33.71.63,2153,10,0,0,0,0
2026-07-11T10:38:59.391802,45.33.7.190,7090,8,1,1,0,0
2026-07-12T21:04:10.391802,45.33.7.190,2795,9,2,0,0,0
2026-07-12T15:58:41.391802,45.33.2.195,5753,4,2,0,0,0
2026-07-12T07:05:20.391802,45.33.8.24,5008,1,1,1,0,0
2026-07-11T20:43:47.391802,45.33.7.190,6142,11,3,2,0,0
2026-07-12T18:02:27.391802,45.33.51.184,2944,5,3,0,0,0
2026-07-10T19:33:05.391802,45.33.23.152,5427,14,1,1,0,0
2026-07-11T13:34:41.391802,45.33.51.184,9630,9,1,1,0,0
2026-07-10T22:56:03.391802,45.33.56.60,1795,15,3,1,0,0
2026-07-10T17:47:17.391802,45.33.229.140,1344,5,3,2,0,0
2026-07-11T22:38:07.391802,45.33.229.140,9656,4,3,0,0,0
2026-07-11T01:31:37.391802,45.33.164.29,3970,15,1,1,0,0
2026-07-11T13:38:47.391802,45.33.140.108,4474,12,1,1,0,0
2026-07-11T15:51:00.391802,45.33.8.24,6736,8,2,1,0,0
2026-07-11T10:11:27.391802,45.33.140.108,8135,2,3,1,0,0
2026-07-11T04:29:56.391802,45.33.51.184,1249,10,1,1,0,0
2026-07-11T05:13:39.391802,45.33.151.72,9988,12,3,1,0,0
2026-07-12T21:10:56.391802,45.33.23.152,6723,10,1,1,0,0
2026-07-12T15:20:35.391802,45.33.56.60,4716,13,3,2,0,0
2026-07-12T20:42:42.391802,45.33.130.155,3273,3,3,0,0,0
2026-07-11T13:19:23.391802,185.44.207.41,9,129,24,9,1,1
2026-07-10T20:02:14.391802,45.33.189.27,649,4,3,1,0,0
2026-07-10T14:35:15.391802,45.33.2.195,8416,11,3,0,0,0
2026-07-11T19:12:44.391802,45.33.51.184,694,1,2,2,0,0
2026-07-11T05:11:47.391802,45.33.51.184,3437,2,0,0,0,0
2026-07-12T06:42:43.391802,45.33.2.195,9125,5,2,1,0,0
2026-07-11T13:13:49.391802,45.33.7.144,8020,10,1,1,0,0
2026-07-12T04:55:35.391802,45.33.71.63,1019,2,3,1,0,0
2026-07-12T17:40:31.391802,45.33.7.190,654,12,1,0,0,0
2026-07-10T18:22:12.391802,45.33.56.60,9770,14,0,0,0,0
2026-07-11T19:11:29.391802,45.33.208.223,8290,5,0,0,0,0
2026-07-11T11:37:41.391802,45.33.208.223,1039,3,2,0,0,0
2026-07-11T15:09:55.391802,45.33.7.144,1760,5,1,1,0,0
2026-07-11T04:40:44.391802,45.33.7.144,9356,6,3,2,0,0
2026-07-11T00:18:07.391802,45.33.71.63,8704,12,2,0,0,0
2026-07-10T17:07:07.391802,45.33.71.63,6080,10,3,1,0,0
2026-07-12T05:42:35.391802,45.33.167.180,8538,4,2,2,0,0
2026-07-10T21:48:12.391802,45.33.208.223,6727,2,2,0,0,0
2026-07-12T07:22:59.391802,45.33.189.27,6725,12,1,1,0,0
2026-07-12T04:22:17.391802,45.33.58.36,1999,1,2,1,0,0
